,entity_id,entity_type,time_index,fiware_servicepath,__original_ngsi_entity__,weight_id,angular_coefficient_c1,angular_coefficient_c2,angular_coefficient_c3,angular_coefficient_c4,angular_coefficient_c5,angular_coefficient_c6,angular_coefficient_c7,angular_coefficient_c8,external_power_c1,external_power_c2,external_power_c3,external_power_c4,external_power_c5,external_power_c6,external_power_c7,external_power_c8,firmware_c1,firmware_c2,firmware_c3,firmware_c4,firmware_c5,firmware_c6,firmware_c7,firmware_c8,point_c1,point_c2,point_c3,point_c4,point_c5,point_c6,point_c7,point_c8,serialn_c1,serialn_c2,serialn_c3,serialn_c4,serialn_c5,serialn_c6,serialn_c7,serialn_c8,temperature_c1,temperature_c2,temperature_c3,temperature_c4,temperature_c5,temperature_c6,temperature_c7,temperature_c8,weight_c1,weight_c2,weight_c3,weight_c4,weight_c5,weight_c6,weight_c7,weight_c8,voltage_c1,voltage_c2,voltage_c3,voltage_c4,voltage_c5,voltage_c6,voltage_c7,voltage_c8,datetime,total_weight
856,urn:ngsi-v2:DSX:002,DSX,1646397489350,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14771,5","15964,6","17551,7","17205,5","9124,0","5604,1","4008,1","5971,5",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",0,-1,0,0,-2,-1,-1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:38:09.350,-5
294,urn:ngsi-v2:DSX:002,DSX,1646397494387,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14771,0","15970,1","17548,1","17202,0","9134,7","5598,8","4009,8","5973,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",0,0,-1,-1,0,-2,-1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:38:14.387,-5
301,urn:ngsi-v2:DSX:002,DSX,1646397499257,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14767,1","15967,6","17546,4","17197,3","9129,8","5603,6","4012,2","5973,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",-1,-1,-1,-2,-1,-1,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:38:19.257,-7
302,urn:ngsi-v2:DSX:002,DSX,1646397504247,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14770,6","15967,3","17546,4","17200,4","9132,8","5608,1","4011,7","5967,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",0,-1,-1,-1,-1,0,0,-1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:38:24.247,-5
16,urn:ngsi-v2:DSX:002,DSX,1646397509117,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14768,6","15967,8","17547,4","17204,4","9124,0","5605,9","4009,2","5970,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",0,-1,-1,0,-2,-1,-1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:38:29.117,-6
10,urn:ngsi-v2:DSX:002,DSX,1646397514140,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14773,2","15974,7","17548,4","17200,9","9133,3","5607,2","4009,1","5972,4",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",0,0,-1,-1,-1,0,-1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:38:34.140,-4
303,urn:ngsi-v2:DSX:002,DSX,1646397518948,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14774,6","15969,9","17545,2","17203,0","9130,0","5598,6","4008,9","5971,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",1,0,-1,0,-1,-2,-1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:38:38.948,-4
12,urn:ngsi-v2:DSX:002,DSX,1646397524012,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14768,1","15965,0","17550,6","17205,8","9128,2","5605,3","4009,4","5970,4",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",0,-1,0,0,-2,-1,-1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:38:44.012,-5
585,urn:ngsi-v2:DSX:002,DSX,1646397529027,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14776,9","15966,8","17551,9","17207,5","9121,6","5600,2","4008,6","5965,7",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",1,-1,0,0,-3,-2,-1,-1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:38:49.027,-7
581,urn:ngsi-v2:DSX:002,DSX,1646397533841,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14771,3","15965,4","17550,8","17202,7","9129,0","5599,8","4009,6","5967,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",0,-1,0,-1,-1,-2,-1,-1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:38:53.841,-7
299,urn:ngsi-v2:DSX:002,DSX,1646397541148,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14766,7","15966,9","17545,7","17200,8","9134,1","5606,7","4009,7","5977,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",-1,-1,-1,-1,0,-1,-1,1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:39:01.148,-5
852,urn:ngsi-v2:DSX:002,DSX,1646397546245,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14767,8","15970,4","17543,9","17200,8","9131,5","5604,8","4010,5","5970,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",-1,0,-2,-1,-1,-1,-1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:39:06.245,-7
6,urn:ngsi-v2:DSX:002,DSX,1646397551169,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14765,3","15964,3","17548,3","17200,8","9130,2","5605,9","4007,0","5972,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",-1,-1,-1,-1,-1,-1,-1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:39:11.169,-7
18,urn:ngsi-v2:DSX:002,DSX,1646397556176,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14769,1","15967,4","17546,8","17202,8","9133,9","5600,1","4011,9","5972,4",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",0,-1,-1,-1,-1,-2,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:39:16.176,-6
851,urn:ngsi-v2:DSX:002,DSX,1646397561013,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14768,9","15965,2","17542,9","17200,7","9131,4","5606,7","4009,6","5968,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",0,-1,-2,-1,-1,-1,-1,-1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:39:21.013,-8
17,urn:ngsi-v2:DSX:002,DSX,1646397567016,/,,1ce58a92-9cbe-455c-bce9-f52ae7167fa8,,,,,,,,,,,,,,,,,,,,,,,,,"14774,8","15970,1","17550,5","17202,2","9128,3","5605,7","4009,2","5970,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,6","9,4","9,8","10,2","11,9","11,7","11,1","12,0",1,0,0,-1,-2,-1,-1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 12:39:27.016,-4
707,urn:ngsi-v2:DSX:002,DSX,1646403138594,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14644,0","15936,4","17612,1","17230,0","9227,5","5633,0","3930,3","5921,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",1,-1,-3,-2,2,0,0,-2,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:12:18.594,-5
285,urn:ngsi-v2:DSX:002,DSX,1646403143482,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14646,7","15939,7","17614,1","17225,8","9230,8","5629,7","3931,5","5927,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",1,0,-3,-3,2,-1,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:12:23.482,-4
286,urn:ngsi-v2:DSX:002,DSX,1646403148424,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14647,9","15943,0","17613,7","17229,9","9225,8","5633,2","3931,7","5924,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",2,0,-3,-2,1,0,0,-1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:12:28.424,-3
850,urn:ngsi-v2:DSX:002,DSX,1646403153344,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14647,0","15940,2","17614,0","17228,3","9226,8","5633,0","3930,5","5920,5",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",2,0,-3,-3,1,0,0,-2,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:12:33.344,-5
990,urn:ngsi-v2:DSX:002,DSX,1646403158358,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14645,9","15939,7","17615,0","17229,8","9227,1","5632,6","3930,0","5925,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",1,0,-3,-2,2,0,0,-1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:12:38.358,-3
287,urn:ngsi-v2:DSX:002,DSX,1646403163250,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14647,0","15941,1","17614,7","17228,8","9226,0","5635,5","3929,9","5923,4",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",2,0,-3,-3,1,0,-1,-1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:12:43.250,-5
989,urn:ngsi-v2:DSX:002,DSX,1646403168083,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14644,7","15941,4","17618,1","17226,3","9228,2","5632,1","3927,8","5923,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",1,0,-2,-3,2,0,-1,-1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:12:48.083,-4
992,urn:ngsi-v2:DSX:002,DSX,1646403173126,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14645,1","15939,4","17618,9","17227,3","9227,2","5632,1","3930,6","5928,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",1,0,-2,-3,2,0,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:12:53.126,-2
988,urn:ngsi-v2:DSX:002,DSX,1646403177953,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14647,6","15942,4","17618,9","17231,6","9224,5","5629,2","3928,3","5925,5",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",2,0,-2,-2,1,-1,-1,-1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:12:57.953,-4
578,urn:ngsi-v2:DSX:002,DSX,1646403182964,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14640,1","15939,3","17615,8","17225,6","9230,8","5634,4","3930,0","5921,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",0,0,-3,-3,2,0,0,-2,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:13:02.964,-6
712,urn:ngsi-v2:DSX:002,DSX,1646403187805,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14644,0","15939,8","17620,5","17229,8","9236,8","5635,9","3932,6","5925,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",1,0,-2,-2,3,0,0,-1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:13:07.805,-1
708,urn:ngsi-v2:DSX:002,DSX,1646403192764,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14645,2","15942,7","17622,6","17227,2","9226,9","5633,2","3926,7","5920,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",1,0,-1,-3,1,0,-1,-2,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:13:12.764,-5
986,urn:ngsi-v2:DSX:002,DSX,1646403197929,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14643,6","15941,0","17622,9","17121,4","9161,6","5609,5","3935,1","5919,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",1,0,-1,-21,-10,-4,0,-2,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:13:17.929,-37
422,urn:ngsi-v2:DSX:002,DSX,1646403202672,/,,e9945333-999a-4448-ab83-7e3362aba1e9,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"21129,8","24388,2","29538,5","28172,8","10460,3","8092,5","3911,4","5900,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,7","11,9","12,5","12,4","14,7","14,0","13,3","14,2",1139,1482,2089,1917,218,431,-4,-5,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:13:22.672,7267
713,urn:ngsi-v2:DSX:002,DSX,1646403328121,/,,6108d075-20d0-408b-8883-b23e715645bb,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14602,5","15969,9","17701,4","17206,2","9183,2","5624,0","3935,5","5929,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,8","11,9","12,5","12,3","14,7","14,0","13,4","14,2",0,0,0,0,0,0,-1,-1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-04 14:15:28.121,-2
